Document # 	 Predicted Label 	 Actual Label
	1		 | 		pos		 | 		pos
	821		 | 		neg		 | 		pos
	822		 | 		pos		 | 		pos
	823		 | 		pos		 | 		pos
	824		 | 		pos		 | 		pos
	825		 | 		pos		 | 		pos
	826		 | 		pos		 | 		pos
	827		 | 		pos		 | 		pos
	828		 | 		pos		 | 		pos
	829		 | 		pos		 | 		pos
	830		 | 		neg		 | 		pos
	831		 | 		pos		 | 		pos
	832		 | 		pos		 | 		pos
	833		 | 		pos		 | 		pos
	834		 | 		pos		 | 		pos
	835		 | 		pos		 | 		pos
	836		 | 		neg		 | 		pos
	837		 | 		pos		 | 		pos
	838		 | 		neg		 | 		pos
	839		 | 		pos		 | 		pos
	840		 | 		pos		 | 		pos
	841		 | 		pos		 | 		pos
	842		 | 		pos		 | 		pos
	843		 | 		pos		 | 		pos
	844		 | 		pos		 | 		pos
	845		 | 		neg		 | 		pos
	846		 | 		pos		 | 		pos
	847		 | 		neg		 | 		pos
	848		 | 		pos		 | 		pos
	849		 | 		pos		 | 		pos
	850		 | 		pos		 | 		pos
	851		 | 		pos		 | 		pos
	852		 | 		neg		 | 		pos
	853		 | 		pos		 | 		pos
	854		 | 		neg		 | 		pos
	855		 | 		pos		 | 		pos
	856		 | 		pos		 | 		pos
	857		 | 		neg		 | 		pos
	858		 | 		pos		 | 		pos
	859		 | 		neg		 | 		pos
	860		 | 		neg		 | 		pos
	861		 | 		pos		 | 		pos
	862		 | 		pos		 | 		pos
	863		 | 		neg		 | 		pos
	864		 | 		pos		 | 		pos
	865		 | 		neg		 | 		pos
	866		 | 		pos		 | 		pos
	867		 | 		pos		 | 		pos
	868		 | 		pos		 | 		pos
	869		 | 		neg		 | 		pos
	870		 | 		pos		 | 		pos
	871		 | 		pos		 | 		pos
	872		 | 		neg		 | 		pos
	873		 | 		pos		 | 		pos
	874		 | 		pos		 | 		pos
	875		 | 		neg		 | 		pos
	876		 | 		pos		 | 		pos
	877		 | 		pos		 | 		pos
	878		 | 		neg		 | 		pos
	879		 | 		pos		 | 		pos
	880		 | 		neg		 | 		pos
	881		 | 		pos		 | 		pos
	882		 | 		pos		 | 		pos
	883		 | 		neg		 | 		pos
	884		 | 		neg		 | 		pos
	885		 | 		pos		 | 		pos
	886		 | 		pos		 | 		pos
	887		 | 		neg		 | 		pos
	888		 | 		pos		 | 		pos
	889		 | 		pos		 | 		pos
	890		 | 		pos		 | 		pos
	891		 | 		neg		 | 		pos
	892		 | 		pos		 | 		pos
	893		 | 		pos		 | 		pos
	894		 | 		pos		 | 		pos
	895		 | 		pos		 | 		pos
	896		 | 		pos		 | 		pos
	897		 | 		pos		 | 		pos
	898		 | 		pos		 | 		pos
	899		 | 		neg		 | 		pos
	900		 | 		pos		 | 		pos
	901		 | 		pos		 | 		pos
	902		 | 		pos		 | 		pos
	903		 | 		pos		 | 		pos
	904		 | 		pos		 | 		pos
	905		 | 		neg		 | 		pos
	906		 | 		pos		 | 		pos
	907		 | 		pos		 | 		pos
	908		 | 		pos		 | 		pos
	909		 | 		pos		 | 		pos
	910		 | 		pos		 | 		pos
	911		 | 		neg		 | 		pos
	912		 | 		pos		 | 		pos
	913		 | 		pos		 | 		pos
	914		 | 		pos		 | 		pos
	915		 | 		pos		 | 		pos
	916		 | 		pos		 | 		pos
	917		 | 		pos		 | 		pos
	918		 | 		pos		 | 		pos
	919		 | 		pos		 | 		pos
	920		 | 		pos		 | 		pos
	921		 | 		pos		 | 		pos
	922		 | 		pos		 | 		pos
	923		 | 		pos		 | 		pos
	924		 | 		pos		 | 		pos
	925		 | 		pos		 | 		pos
	926		 | 		pos		 | 		pos
	927		 | 		pos		 | 		pos
	928		 | 		pos		 | 		pos
	929		 | 		pos		 | 		pos
	930		 | 		pos		 | 		pos
	931		 | 		pos		 | 		pos
	932		 | 		pos		 | 		pos
	933		 | 		pos		 | 		pos
	934		 | 		pos		 | 		pos
	935		 | 		pos		 | 		pos
	936		 | 		pos		 | 		pos
	937		 | 		pos		 | 		pos
	938		 | 		pos		 | 		pos
	939		 | 		pos		 | 		pos
	940		 | 		pos		 | 		pos
	941		 | 		pos		 | 		pos
	942		 | 		neg		 | 		pos
	943		 | 		pos		 | 		pos
	944		 | 		pos		 | 		pos
	945		 | 		neg		 | 		pos
	946		 | 		pos		 | 		pos
	947		 | 		pos		 | 		pos
	948		 | 		neg		 | 		pos
	949		 | 		pos		 | 		pos
	950		 | 		pos		 | 		pos
	951		 | 		neg		 | 		pos
	952		 | 		pos		 | 		pos
	953		 | 		pos		 | 		pos
	954		 | 		pos		 | 		pos
	955		 | 		pos		 | 		pos
	956		 | 		pos		 | 		pos
	957		 | 		pos		 | 		pos
	958		 | 		pos		 | 		pos
	959		 | 		pos		 | 		pos
	960		 | 		pos		 | 		pos
	961		 | 		pos		 | 		pos
	962		 | 		pos		 | 		pos
	963		 | 		pos		 | 		pos
	964		 | 		pos		 | 		pos
	965		 | 		pos		 | 		pos
	966		 | 		neg		 | 		pos
	967		 | 		neg		 | 		pos
	968		 | 		pos		 | 		pos
	969		 | 		pos		 | 		pos
	970		 | 		pos		 | 		pos
	971		 | 		neg		 | 		pos
	972		 | 		pos		 | 		pos
	973		 | 		pos		 | 		pos
	974		 | 		pos		 | 		pos
	975		 | 		pos		 | 		pos
	976		 | 		pos		 | 		pos
	977		 | 		pos		 | 		pos
	978		 | 		pos		 | 		pos
	979		 | 		pos		 | 		pos
	980		 | 		pos		 | 		pos
	981		 | 		pos		 | 		pos
	982		 | 		pos		 | 		pos
	983		 | 		neg		 | 		pos
	984		 | 		pos		 | 		pos
	985		 | 		pos		 | 		pos
	986		 | 		pos		 | 		pos
	987		 | 		pos		 | 		pos
	988		 | 		pos		 | 		pos
	989		 | 		neg		 | 		pos
	990		 | 		pos		 | 		pos
	991		 | 		pos		 | 		pos
	992		 | 		pos		 | 		pos
	993		 | 		pos		 | 		pos
	994		 | 		neg		 | 		pos
	995		 | 		pos		 | 		pos
	996		 | 		pos		 | 		pos
	997		 | 		pos		 | 		pos
	998		 | 		pos		 | 		pos
	999		 | 		neg		 | 		pos
	1000		 | 		pos		 | 		pos
	1001		 | 		pos		 | 		pos
	1002		 | 		pos		 | 		pos
	1003		 | 		pos		 | 		pos
	1004		 | 		pos		 | 		pos
	1005		 | 		pos		 | 		pos
	1006		 | 		pos		 | 		pos
	1007		 | 		pos		 | 		pos
	1008		 | 		pos		 | 		pos
	1009		 | 		pos		 | 		pos
	1010		 | 		pos		 | 		pos
	1011		 | 		neg		 | 		pos
	1012		 | 		neg		 | 		pos
	1013		 | 		pos		 | 		pos
	1014		 | 		pos		 | 		pos
	1015		 | 		pos		 | 		pos
	1016		 | 		pos		 | 		pos
	1017		 | 		pos		 | 		pos
	1018		 | 		pos		 | 		pos
	1019		 | 		neg		 | 		pos
	1020		 | 		pos		 | 		pos
	1021		 | 		pos		 | 		pos
	1022		 | 		pos		 | 		pos
	1023		 | 		pos		 | 		pos
	1024		 | 		neg		 | 		pos
	1025		 | 		pos		 | 		pos
	1026		 | 		pos		 | 		pos
	1027		 | 		neg		 | 		pos
	1028		 | 		pos		 | 		pos
	1029		 | 		neg		 | 		pos
	1030		 | 		pos		 | 		pos
	1031		 | 		pos		 | 		pos
	1032		 | 		pos		 | 		pos
	1033		 | 		pos		 | 		pos
	1034		 | 		pos		 | 		pos
	1035		 | 		pos		 | 		pos
	1036		 | 		pos		 | 		pos
	1037		 | 		neg		 | 		pos
	1038		 | 		neg		 | 		pos
	1039		 | 		pos		 | 		pos
	1040		 | 		pos		 | 		pos
	1041		 | 		pos		 | 		pos
	1042		 | 		pos		 | 		pos
	1043		 | 		pos		 | 		pos
	1044		 | 		neg		 | 		pos
	1045		 | 		pos		 | 		pos
	1046		 | 		neg		 | 		pos
	1047		 | 		neg		 | 		pos
	1048		 | 		pos		 | 		pos
	1049		 | 		pos		 | 		pos
	1050		 | 		pos		 | 		pos
	1051		 | 		pos		 | 		pos
	1052		 | 		pos		 | 		pos
	1053		 | 		pos		 | 		pos
	1054		 | 		pos		 | 		pos
	1055		 | 		neg		 | 		pos
	1056		 | 		pos		 | 		pos
	1057		 | 		neg		 | 		pos
	1058		 | 		pos		 | 		pos
	1059		 | 		neg		 | 		pos
	1060		 | 		pos		 | 		pos
	1061		 | 		pos		 | 		pos
	1062		 | 		neg		 | 		pos
	1063		 | 		pos		 | 		pos
	1064		 | 		pos		 | 		pos
	1065		 | 		pos		 | 		pos
	1066		 | 		pos		 | 		pos
	1067		 | 		pos		 | 		pos
	1068		 | 		pos		 | 		pos
	1069		 | 		pos		 | 		pos
	1070		 | 		pos		 | 		pos
	1071		 | 		pos		 | 		pos
	1072		 | 		pos		 | 		pos
	1073		 | 		pos		 | 		pos
	1074		 | 		pos		 | 		pos
	1075		 | 		pos		 | 		pos
	1076		 | 		pos		 | 		pos
	1077		 | 		neg		 | 		pos
	1078		 | 		pos		 | 		pos
	1079		 | 		pos		 | 		pos
	1080		 | 		neg		 | 		pos
	1081		 | 		pos		 | 		pos
	1082		 | 		pos		 | 		pos
	1083		 | 		pos		 | 		pos
	1084		 | 		neg		 | 		pos
	1085		 | 		pos		 | 		pos
	1086		 | 		pos		 | 		pos
	1087		 | 		pos		 | 		pos
	1088		 | 		pos		 | 		pos
	1089		 | 		pos		 | 		pos
	1090		 | 		pos		 | 		pos
	1091		 | 		neg		 | 		pos
	1092		 | 		pos		 | 		pos
	1093		 | 		pos		 | 		pos
	1094		 | 		neg		 | 		pos
	1095		 | 		pos		 | 		pos
	1096		 | 		pos		 | 		pos
	1097		 | 		pos		 | 		pos
	1098		 | 		pos		 | 		pos
	1099		 | 		pos		 | 		pos
	1100		 | 		pos		 | 		pos
	1101		 | 		pos		 | 		pos
	1102		 | 		neg		 | 		pos
	1103		 | 		pos		 | 		pos
	1104		 | 		neg		 | 		pos
	1105		 | 		neg		 | 		pos
	1106		 | 		pos		 | 		pos
	1107		 | 		pos		 | 		pos
	1108		 | 		neg		 | 		pos
	1109		 | 		pos		 | 		pos
	1110		 | 		pos		 | 		pos
	1111		 | 		pos		 | 		pos
	1112		 | 		neg		 | 		pos
	1113		 | 		neg		 | 		pos
	1114		 | 		neg		 | 		pos
	1115		 | 		pos		 | 		pos
	1116		 | 		pos		 | 		pos
	1117		 | 		neg		 | 		pos
	1118		 | 		neg		 | 		pos
	1119		 | 		neg		 | 		pos
	1120		 | 		pos		 | 		pos
	1121		 | 		pos		 | 		pos
	1122		 | 		pos		 | 		pos
	1123		 | 		pos		 | 		pos
	1124		 | 		pos		 | 		pos
	1125		 | 		pos		 | 		pos
	1126		 | 		pos		 | 		pos
	1127		 | 		pos		 | 		pos
	1128		 | 		neg		 | 		pos
	1129		 | 		neg		 | 		pos
	1130		 | 		pos		 | 		pos
	1131		 | 		neg		 | 		pos
	1132		 | 		pos		 | 		pos
	1133		 | 		neg		 | 		pos
	1134		 | 		pos		 | 		pos
	1135		 | 		pos		 | 		pos
	1136		 | 		pos		 | 		pos
	1137		 | 		neg		 | 		pos
	1138		 | 		pos		 | 		pos
	1139		 | 		pos		 | 		pos
	1140		 | 		neg		 | 		pos
	1141		 | 		pos		 | 		pos
	1142		 | 		pos		 | 		pos
	1143		 | 		neg		 | 		pos
	1144		 | 		pos		 | 		pos
	1145		 | 		pos		 | 		pos
	1146		 | 		pos		 | 		pos
	1147		 | 		pos		 | 		pos
	1148		 | 		pos		 | 		pos
	1149		 | 		neg		 | 		pos
	1150		 | 		pos		 | 		pos
	1151		 | 		pos		 | 		pos
	1152		 | 		pos		 | 		pos
	1153		 | 		pos		 | 		pos
	1154		 | 		pos		 | 		pos
	1155		 | 		pos		 | 		pos
	1156		 | 		pos		 | 		pos
	1157		 | 		neg		 | 		pos
	1158		 | 		pos		 | 		pos
	1159		 | 		neg		 | 		pos
	1160		 | 		pos		 | 		pos
	1161		 | 		pos		 | 		pos
	1162		 | 		neg		 | 		pos
	1163		 | 		neg		 | 		pos
	1164		 | 		pos		 | 		pos
	1165		 | 		neg		 | 		pos
	1166		 | 		neg		 | 		pos
	1167		 | 		neg		 | 		pos
	1168		 | 		pos		 | 		pos
	1169		 | 		pos		 | 		pos
	1170		 | 		pos		 | 		pos
	1171		 | 		pos		 | 		pos
	1172		 | 		neg		 | 		pos
	1173		 | 		pos		 | 		pos
	1174		 | 		neg		 | 		pos
	1175		 | 		neg		 | 		pos
	1176		 | 		pos		 | 		pos
	1177		 | 		pos		 | 		pos
	1178		 | 		pos		 | 		pos
	1179		 | 		pos		 | 		pos
	1180		 | 		pos		 | 		pos
	1181		 | 		pos		 | 		pos
	1182		 | 		pos		 | 		pos
	1183		 | 		pos		 | 		pos
	1184		 | 		pos		 | 		pos
	1185		 | 		neg		 | 		pos
	1186		 | 		pos		 | 		pos
	1187		 | 		pos		 | 		pos
	1188		 | 		neg		 | 		pos
	1189		 | 		pos		 | 		pos
	1190		 | 		pos		 | 		pos
	1191		 | 		pos		 | 		pos
	1192		 | 		pos		 | 		pos
	1193		 | 		neg		 | 		pos
	1194		 | 		pos		 | 		pos
	1195		 | 		pos		 | 		pos
	1196		 | 		pos		 | 		pos
	1197		 | 		pos		 | 		pos
	1198		 | 		pos		 | 		pos
	1199		 | 		neg		 | 		pos
	1200		 | 		pos		 | 		pos
	1201		 | 		pos		 | 		pos
	1202		 | 		pos		 | 		pos
	1203		 | 		pos		 | 		pos
	1204		 | 		neg		 | 		pos
	1205		 | 		neg		 | 		pos
	1206		 | 		pos		 | 		pos
	1207		 | 		pos		 | 		pos
	1208		 | 		pos		 | 		pos
	1209		 | 		pos		 | 		pos
	1210		 | 		neg		 | 		pos
	1211		 | 		pos		 | 		pos
	1212		 | 		pos		 | 		pos
	1213		 | 		neg		 | 		pos
	1214		 | 		pos		 | 		pos
	1215		 | 		pos		 | 		pos
	1216		 | 		pos		 | 		pos
	1217		 | 		pos		 | 		pos
	1218		 | 		neg		 | 		pos
	1219		 | 		pos		 | 		pos
	1220		 | 		pos		 | 		pos
	1221		 | 		neg		 | 		pos
	1222		 | 		neg		 | 		pos
	1223		 | 		neg		 | 		pos
	1224		 | 		pos		 | 		pos
	1225		 | 		pos		 | 		pos
	1226		 | 		pos		 | 		pos
	1227		 | 		pos		 | 		pos
	1228		 | 		pos		 | 		pos
	1229		 | 		neg		 | 		pos
	1230		 | 		pos		 | 		pos
	1231		 | 		pos		 | 		pos
	1232		 | 		pos		 | 		pos
	1233		 | 		pos		 | 		pos
	1234		 | 		neg		 | 		pos
	1235		 | 		pos		 | 		pos
	1236		 | 		pos		 | 		pos
	1237		 | 		pos		 | 		pos
	1238		 | 		neg		 | 		pos
	1239		 | 		pos		 | 		pos
	1240		 | 		pos		 | 		pos
	1241		 | 		pos		 | 		pos
	1242		 | 		neg		 | 		pos
	1243		 | 		pos		 | 		pos
	1244		 | 		neg		 | 		pos
	1245		 | 		pos		 | 		pos
	1246		 | 		neg		 | 		pos
	1247		 | 		neg		 | 		pos
	1248		 | 		pos		 | 		pos
	1249		 | 		pos		 | 		pos
	1250		 | 		pos		 | 		pos
	1251		 | 		pos		 | 		pos
	1252		 | 		pos		 | 		pos
	1253		 | 		neg		 | 		pos
	1254		 | 		pos		 | 		pos
	1255		 | 		neg		 | 		pos
	1256		 | 		pos		 | 		pos
	1257		 | 		neg		 | 		pos
	1258		 | 		neg		 | 		pos
	1259		 | 		pos		 | 		pos
	1260		 | 		pos		 | 		pos
	1261		 | 		neg		 | 		pos
	1262		 | 		pos		 | 		pos
	1263		 | 		neg		 | 		pos
	1264		 | 		pos		 | 		pos
	1265		 | 		pos		 | 		pos
	1266		 | 		pos		 | 		pos
	1267		 | 		pos		 | 		pos
	1268		 | 		neg		 | 		pos
	1269		 | 		pos		 | 		pos
	1270		 | 		neg		 | 		pos
	1271		 | 		neg		 | 		pos
	1272		 | 		pos		 | 		pos
	1273		 | 		pos		 | 		pos
	1274		 | 		neg		 | 		pos
	1275		 | 		pos		 | 		pos
	1276		 | 		pos		 | 		pos
	1277		 | 		pos		 | 		pos
	1278		 | 		pos		 | 		pos
	1279		 | 		pos		 | 		pos
	1280		 | 		neg		 | 		pos
	1281		 | 		neg		 | 		pos
	1282		 | 		pos		 | 		pos
	1283		 | 		pos		 | 		pos
	1284		 | 		pos		 | 		pos
	1285		 | 		pos		 | 		pos
	1286		 | 		pos		 | 		pos
	1287		 | 		pos		 | 		pos
	1288		 | 		pos		 | 		pos
	1289		 | 		pos		 | 		pos
	1290		 | 		pos		 | 		pos
	1291		 | 		pos		 | 		pos
	1292		 | 		pos		 | 		pos
	1293		 | 		pos		 | 		pos
	1294		 | 		pos		 | 		pos
	1295		 | 		pos		 | 		pos
	1296		 | 		neg		 | 		pos
	1297		 | 		pos		 | 		pos
	1298		 | 		pos		 | 		pos
	1299		 | 		pos		 | 		pos
	1300		 | 		pos		 | 		pos
	1301		 | 		pos		 | 		pos
	1302		 | 		pos		 | 		pos
	1303		 | 		pos		 | 		pos
	1304		 | 		pos		 | 		pos
	1305		 | 		pos		 | 		pos
	1306		 | 		pos		 | 		pos
	1307		 | 		neg		 | 		pos
	1308		 | 		neg		 | 		pos
	1309		 | 		pos		 | 		pos
	1310		 | 		pos		 | 		pos
	1311		 | 		pos		 | 		pos
	1312		 | 		pos		 | 		pos
	1313		 | 		pos		 | 		pos
	1314		 | 		pos		 | 		pos
	1315		 | 		pos		 | 		pos
	1316		 | 		neg		 | 		pos
	1317		 | 		pos		 | 		pos
	1318		 | 		pos		 | 		pos
	1319		 | 		pos		 | 		pos
	1320		 | 		pos		 | 		pos
	1321		 | 		pos		 | 		pos
	1322		 | 		pos		 | 		pos
	1323		 | 		pos		 | 		pos
	1324		 | 		neg		 | 		pos
	1325		 | 		pos		 | 		pos
	1326		 | 		neg		 | 		pos
	1327		 | 		pos		 | 		pos
	1328		 | 		pos		 | 		pos
	1329		 | 		pos		 | 		pos
	1330		 | 		pos		 | 		pos
	1331		 | 		pos		 | 		pos
	1332		 | 		pos		 | 		pos
	1333		 | 		pos		 | 		pos
	1334		 | 		pos		 | 		pos
	1335		 | 		pos		 | 		pos
	1336		 | 		neg		 | 		pos
	1337		 | 		pos		 | 		pos
	1338		 | 		pos		 | 		pos
	1339		 | 		pos		 | 		pos
	1340		 | 		pos		 | 		pos
	1341		 | 		pos		 | 		pos
	1342		 | 		pos		 | 		pos
	1343		 | 		pos		 | 		pos
	1344		 | 		pos		 | 		pos
	1345		 | 		pos		 | 		pos
	1346		 | 		pos		 | 		pos
	1347		 | 		pos		 | 		pos
	1348		 | 		pos		 | 		pos
	1349		 | 		pos		 | 		pos
	1350		 | 		pos		 | 		pos
	1351		 | 		pos		 | 		pos
	1352		 | 		pos		 | 		pos
	1353		 | 		pos		 | 		pos
	1354		 | 		neg		 | 		pos
	1355		 | 		neg		 | 		pos
	1356		 | 		pos		 | 		pos
	1357		 | 		neg		 | 		pos
	1358		 | 		neg		 | 		pos
	1359		 | 		pos		 | 		pos
	1360		 | 		pos		 | 		pos
	1361		 | 		neg		 | 		pos
	1362		 | 		pos		 | 		pos
	1363		 | 		neg		 | 		pos
	1364		 | 		pos		 | 		pos
	1365		 | 		pos		 | 		pos
	1366		 | 		pos		 | 		pos
	1367		 | 		pos		 | 		pos
	1368		 | 		pos		 | 		pos
	1369		 | 		pos		 | 		pos
	1370		 | 		pos		 | 		pos
	1371		 | 		neg		 | 		pos
	1372		 | 		pos		 | 		pos
	1373		 | 		pos		 | 		pos
	1374		 | 		neg		 | 		pos
	1375		 | 		pos		 | 		pos
	1376		 | 		pos		 | 		pos
	1377		 | 		pos		 | 		pos
	1378		 | 		pos		 | 		pos
	1379		 | 		pos		 | 		pos
	1380		 | 		pos		 | 		pos
	1381		 | 		pos		 | 		pos
	1382		 | 		pos		 | 		pos
	1383		 | 		pos		 | 		pos
	1384		 | 		pos		 | 		pos
	1385		 | 		pos		 | 		pos
	1386		 | 		neg		 | 		pos
	1387		 | 		pos		 | 		pos
	1388		 | 		pos		 | 		pos
	1389		 | 		pos		 | 		pos
	1390		 | 		neg		 | 		pos
	1391		 | 		neg		 | 		pos
	1392		 | 		pos		 | 		pos
	1393		 | 		pos		 | 		pos
	1394		 | 		pos		 | 		pos
	1395		 | 		neg		 | 		pos
	1396		 | 		pos		 | 		pos
	1397		 | 		pos		 | 		pos
	1398		 | 		pos		 | 		pos
	1399		 | 		pos		 | 		pos
	1400		 | 		neg		 | 		pos
	1401		 | 		pos		 | 		pos
	1402		 | 		pos		 | 		pos
	1403		 | 		neg		 | 		pos
	1404		 | 		pos		 | 		pos
	1405		 | 		pos		 | 		pos
	1406		 | 		neg		 | 		pos
	1407		 | 		pos		 | 		pos
	1408		 | 		neg		 | 		pos
	1409		 | 		neg		 | 		pos
	1410		 | 		pos		 | 		pos
	1411		 | 		pos		 | 		pos
	1412		 | 		pos		 | 		pos
	1413		 | 		neg		 | 		pos
	1414		 | 		pos		 | 		pos
	1415		 | 		pos		 | 		pos
	1416		 | 		pos		 | 		pos
	1417		 | 		neg		 | 		pos
	1418		 | 		pos		 | 		pos
	1419		 | 		pos		 | 		pos
	1420		 | 		pos		 | 		pos
	1421		 | 		neg		 | 		pos
	1422		 | 		neg		 | 		pos
	1423		 | 		pos		 | 		pos
	1424		 | 		pos		 | 		pos
	1425		 | 		neg		 | 		pos
	1426		 | 		pos		 | 		pos
	1427		 | 		pos		 | 		pos
	1428		 | 		neg		 | 		pos
	1429		 | 		pos		 | 		pos
	1430		 | 		pos		 | 		pos
	1431		 | 		pos		 | 		pos
	1432		 | 		pos		 | 		pos
	1433		 | 		pos		 | 		pos
	1434		 | 		neg		 | 		pos
	1435		 | 		neg		 | 		pos
	1436		 | 		pos		 | 		pos
	1437		 | 		neg		 | 		pos
	1438		 | 		pos		 | 		pos
	1439		 | 		pos		 | 		pos
	1440		 | 		pos		 | 		pos
	1441		 | 		neg		 | 		pos
	1442		 | 		pos		 | 		pos
	1443		 | 		pos		 | 		pos
	1444		 | 		pos		 | 		pos
	1445		 | 		pos		 | 		pos
	1446		 | 		pos		 | 		pos
	1447		 | 		pos		 | 		pos
	1448		 | 		pos		 | 		pos
	1449		 | 		pos		 | 		pos
	1450		 | 		pos		 | 		pos
	1451		 | 		pos		 | 		pos
	1452		 | 		neg		 | 		pos
	1453		 | 		neg		 | 		pos
	1454		 | 		pos		 | 		pos
	1455		 | 		pos		 | 		pos
	1456		 | 		pos		 | 		pos
	1457		 | 		pos		 | 		pos
	1458		 | 		pos		 | 		pos
	1459		 | 		pos		 | 		pos
	1460		 | 		pos		 | 		pos
	1461		 | 		pos		 | 		pos
	1462		 | 		pos		 | 		pos
	1463		 | 		neg		 | 		pos
	1464		 | 		pos		 | 		pos
	1465		 | 		pos		 | 		pos
	1466		 | 		neg		 | 		pos
	1467		 | 		pos		 | 		pos
	1468		 | 		pos		 | 		pos
	1469		 | 		pos		 | 		pos
	1470		 | 		pos		 | 		pos
	1471		 | 		pos		 | 		pos
	1472		 | 		pos		 | 		pos
	1473		 | 		pos		 | 		pos
	1474		 | 		neg		 | 		pos
	1475		 | 		neg		 | 		pos
	1476		 | 		pos		 | 		pos
	1477		 | 		pos		 | 		pos
	1478		 | 		pos		 | 		pos
	1479		 | 		pos		 | 		pos
	1480		 | 		pos		 | 		pos
	1481		 | 		pos		 | 		pos
	1482		 | 		pos		 | 		pos
	1483		 | 		neg		 | 		pos
	1484		 | 		neg		 | 		pos
	1485		 | 		pos		 | 		pos
	1486		 | 		pos		 | 		pos
	1487		 | 		pos		 | 		pos
	1488		 | 		neg		 | 		pos
	1489		 | 		pos		 | 		pos
	1490		 | 		pos		 | 		pos
	1491		 | 		pos		 | 		pos
	1492		 | 		pos		 | 		pos
	1493		 | 		pos		 | 		pos
	1494		 | 		pos		 | 		pos
	1495		 | 		pos		 | 		pos
	1496		 | 		neg		 | 		pos
	1497		 | 		pos		 | 		pos
	1498		 | 		pos		 | 		pos
	1499		 | 		pos		 | 		pos
	1500		 | 		pos		 | 		pos
	1501		 | 		neg		 | 		pos
	1502		 | 		pos		 | 		pos
	1503		 | 		neg		 | 		pos
	1504		 | 		neg		 | 		pos
	1505		 | 		pos		 | 		pos
	1506		 | 		pos		 | 		pos
	1507		 | 		pos		 | 		pos
	1508		 | 		pos		 | 		pos
	1509		 | 		pos		 | 		pos
	1510		 | 		neg		 | 		pos
	1511		 | 		pos		 | 		pos
	1512		 | 		pos		 | 		pos
	1513		 | 		pos		 | 		pos
	1514		 | 		neg		 | 		pos
	1515		 | 		pos		 | 		pos
	1516		 | 		neg		 | 		pos
	1517		 | 		neg		 | 		pos
	1518		 | 		pos		 | 		pos
	1519		 | 		neg		 | 		pos
	1520		 | 		pos		 | 		pos
	1521		 | 		pos		 | 		pos
	1522		 | 		pos		 | 		pos
	1523		 | 		pos		 | 		pos
	1524		 | 		pos		 | 		pos
	1525		 | 		pos		 | 		pos
	1526		 | 		pos		 | 		pos
	1527		 | 		neg		 | 		pos
	1528		 | 		pos		 | 		pos
	1529		 | 		pos		 | 		pos
	1530		 | 		neg		 | 		pos
	1531		 | 		pos		 | 		pos
	1532		 | 		pos		 | 		pos
	1533		 | 		pos		 | 		pos
	1534		 | 		pos		 | 		pos
	1535		 | 		pos		 | 		pos
	1536		 | 		pos		 | 		pos
	1537		 | 		neg		 | 		pos
	1538		 | 		pos		 | 		pos
	1539		 | 		pos		 | 		pos
	1540		 | 		pos		 | 		pos
	1541		 | 		pos		 | 		pos
	1542		 | 		neg		 | 		pos
	1543		 | 		pos		 | 		pos
	1544		 | 		neg		 | 		pos
	1545		 | 		pos		 | 		pos
	1546		 | 		pos		 | 		pos
	1547		 | 		neg		 | 		pos
	1548		 | 		pos		 | 		pos
	1549		 | 		pos		 | 		pos
	1550		 | 		pos		 | 		pos
	1551		 | 		pos		 | 		pos
	1552		 | 		pos		 | 		pos
	1553		 | 		neg		 | 		pos
	1554		 | 		pos		 | 		pos
	1555		 | 		pos		 | 		pos
	1556		 | 		neg		 | 		pos
	1557		 | 		pos		 | 		pos
	1558		 | 		pos		 | 		pos
	1559		 | 		pos		 | 		pos
	1560		 | 		neg		 | 		pos
	1561		 | 		neg		 | 		pos
	1562		 | 		pos		 | 		pos
	1563		 | 		pos		 | 		pos
	1564		 | 		pos		 | 		pos
	1565		 | 		pos		 | 		pos
	1566		 | 		pos		 | 		pos
	1567		 | 		pos		 | 		pos
	1568		 | 		pos		 | 		pos
	1569		 | 		pos		 | 		pos
	1570		 | 		pos		 | 		pos
	1571		 | 		pos		 | 		pos
	1572		 | 		pos		 | 		pos
	1573		 | 		pos		 | 		pos
	1574		 | 		pos		 | 		pos
	1575		 | 		pos		 | 		pos
	1576		 | 		pos		 | 		pos
	1577		 | 		pos		 | 		pos
	1578		 | 		pos		 | 		pos
	1579		 | 		pos		 | 		pos
	1580		 | 		pos		 | 		pos
	1581		 | 		neg		 | 		pos
	1582		 | 		neg		 | 		pos
	1583		 | 		pos		 | 		pos
	1584		 | 		pos		 | 		pos
	1585		 | 		pos		 | 		pos
	1586		 | 		neg		 | 		pos
	1587		 | 		neg		 | 		pos
	1588		 | 		neg		 | 		pos
	1589		 | 		pos		 | 		pos
	1590		 | 		pos		 | 		pos
	1591		 | 		pos		 | 		pos
	1592		 | 		pos		 | 		pos
	1593		 | 		neg		 | 		pos
	1594		 | 		pos		 | 		pos
	1595		 | 		pos		 | 		pos
	1596		 | 		pos		 | 		pos
	1597		 | 		pos		 | 		pos
	1598		 | 		neg		 | 		pos
	1599		 | 		pos		 | 		pos
	1600		 | 		pos		 | 		pos
	1601		 | 		neg		 | 		pos
	1602		 | 		neg		 | 		pos
	1603		 | 		neg		 | 		pos
	1604		 | 		pos		 | 		pos
	1605		 | 		pos		 | 		pos
